bank,review,rating,date,source
BOA,Fast and reliable,5,2024-11-18,Google Play
BOA,It doesn't work on my 2 devices A05 and A34 😡,1,2024-12-02,Google Play
BOA,"I mean how could a big financial company like this, be this much irresponsible to release this app? You should be ashamed!",1,2024-08-06,Google Play
BOA,This application isn't working properly,1,2024-05-03,Google Play
BOA,አንድ star ራሱ ይበዛበታል። i dont recomend to use this app also the bank,1,2024-11-12,Google Play
BOA,I need a support the app is not working,5,2024-11-12,Google Play
BOA,Plz fix the Apps ....screenshot lovation hide from glarey share botten not work😔😔,1,2024-08-30,Google Play
BOA,it's so slow app please fix it,2,2024-04-13,Google Play
BOA,Update to the simplest way it requires the developer option on and off why this is,5,2024-10-04,Google Play
BOA,Great app with great services,5,2024-09-19,Google Play
BOA,slow only some times the wey it is veary nice app,5,2024-06-05,Google Play
BOA,BoA Mobile good bank,5,2025-06-02,Google Play
BOA,How to download or screenshot of payment receipt...what kinda worst app ever 🤮🤮🤢,1,2024-09-11,Google Play
BOA,"From Ethiopian Internet banking Abbisiniya Internet banking application is the most worst boring and slower app, please fix that",1,2024-05-01,Google Play
BOA,I think I remember it worked once upon time...,2,2024-05-02,Google Play
BOA,"It is so bad apps ,it doesn't work",1,2024-07-06,Google Play
BOA,It's not functional at all,1,2024-05-08,Google Play
BOA,The poorest mobile banking survice ever. Only error reports frequently,1,2024-07-16,Google Play
BOA,"It's nice, the stack thing needs update thou",5,2024-04-28,Google Play
BOA,The app is not properly working.,3,2024-04-28,Google Play
BOA,Absolutely it's fantastic apps this New apps it's fast and good apps,5,2024-01-11,Google Play
BOA,It is good &fast to open!!,5,2024-02-14,Google Play
BOA,so far good but always it lugs,3,2024-08-17,Google Play
BOA,Is not working both this one and apollo did u make it better pls am gonne stop using this bank because of the mobile banking,1,2024-07-19,Google Play
BOA,"I am Aimohon Joel , It's can be Good for a Better Conversation in Time 🙂",3,2024-09-14,Google Play
BOA,Very good app its easy to use,5,2024-02-15,Google Play
BOA,It's very good but sometimes isn't work probably,5,2024-07-12,Google Play
BOA,but not opening on android,4,2025-05-19,Google Play
BOA,It always crashes,1,2024-05-02,Google Play
BOA,It doesn't work at all.,2,2025-01-02,Google Play
BOA,I don't get why this app is developed it is not functional at all !!,1,2024-05-12,Google Play
BOA,The previous version is better it doesn't work,1,2024-08-04,Google Play
BOA,You should include manual OTP input!,1,2024-02-13,Google Play
BOA,Sorry to say it is very poor apps I have decided to suspend the BoA account,1,2024-04-25,Google Play
BOA,there is no speed,1,2025-03-19,Google Play
BOA,Improved to be the best,5,2025-03-11,Google Play
BOA,The new version is really nice. Keep it up,4,2024-01-18,Google Play
BOA,The app is not good need a few work,3,2024-06-11,Google Play
BOA,it keeps crashing,1,2024-04-29,Google Play
BOA,This app is not working!!,1,2024-05-04,Google Play
BOA,best banking app in the wworld,5,2025-02-22,Google Play
BOA,The Bank I always love 😘 and work with them is priceless,5,2024-04-24,Google Play
BOA,Not work this app ...what is the problem,1,2024-04-20,Google Play
BOA,I can't dijitalize my atm in the apollo app on my phone,1,2025-01-22,Google Play
BOA,Almost better compared to cbe where it is not qualified for,4,2025-03-09,Google Play
BOA,It keeps on crashing,1,2024-04-20,Google Play
BOA,"thank you for your social services like, vertual banking, non touch ATM, Cadrless and withdrwal with out passbook...",5,2024-11-12,Google Play
BOA,Please try another because this app doesn't feet the need of this generation,1,2024-10-25,Google Play
BOA,"Horrible, your apps are getting worse and worse",1,2024-02-16,Google Play
BOA,Very Fast And attractive App,5,2024-02-20,Google Play
BOA,Your system is the worst you should do better😡😡😡😡😡😡,2,2024-12-11,Google Play
BOA,Not working on this days,1,2025-02-26,Google Play
BOA,this app is not available,1,2025-01-02,Google Play
BOA,Good but not working top up,5,2024-05-20,Google Play
BOA,Poorly functioning app,3,2024-12-13,Google Play
BOA,The dirtiest application ever seen...,1,2024-12-20,Google Play
BOA,i can't use this app why?,5,2025-03-07,Google Play
BOA,The is not functional at all?,2,2025-02-12,Google Play
BOA,ምን ሆናችው ነው ግን ?በጣም ቀርፋፋ ነው፡ቢያንስ እንኳን እንደ Apollo ቢፈጥን ። I'm more 15years customers in your bank but due your Application i decide to shift for other bank like CBE OR TELEBIRR PLEASE FIX THE SPEED,1,2024-01-18,Google Play
BOA,Not working properly why?????????,1,2024-04-29,Google Play
BOA,Poor mobile banking alwayes not working alwayes,1,2024-05-18,Google Play
Dashen,"The new mobile banking application is a major upgrade! It’s incredibly user-friendly, with a clean and modern design that makes navigation simple and intuitive. I really appreciate how fast it loads and how smooth the overall experience is. All essential services like balance checks, transfers, and bill payments are eas y to find and use. The added security features give me peace of mind, and the app runs reliably without crashes or glitches. It’s clear a lot of thought went into the user experi",5,2025-04-21,Google Play
Dashen,"Dashen Super App is a game-changer! It’s fast, user-friendly, and packed with features that make everyday banking and transactions super convenient. I love how everything I need from mobile banking to utility payments is all in one place. The interface is clean, and everything works smoothly. Definitely one of the best apps out there. Highly recommended!",5,2025-04-21,Google Play
Dashen,"I have been using the Dashen Supper app mobile banking app , and overall, I appreciate its features.However,I’ve noticed that when I turn on the developer options on my device, the app stops functioning properly. It would be great if you could look into this issue, as I often need to access developer settings for other applications . Thank you for your attention to this matter!",5,2025-04-21,Google Play
Dashen,"The Dashen Super App offers a quick and user-friendly experience, bringing together a variety of services, like budgeting, payments, airtime recharges, and more, all in one convenient platform. Its sleek design and intuitive navigation ensure effortless transactions. It's evident that Dashen Bank has carefully crafted the app to make everyday financial activities easier. A great choice for anyone aiming to streamline their digital routines!",5,2025-04-21,Google Play
Dashen,"Game changer app! Dashen Bank Super App is fast, secure, and easy to use. The three-click payment makes sending money super quick, and the QR code payment is perfect for cashless shopping. I also love the biometric login and easy airtime and bill payments. Everything I need is in one place. Dashen Bank has really raised the bar for digital banking in Ethiopia. Highly recommended!",5,2025-05-26,Google Play
Dashen,"A solid step forward by Dashen Bank. The SuperApp combines essential banking features with lifestyle services, making everything accessible in one place. The interface is smooth, and transactions are quick and reliable. It’s clear a lot of thought went into the design and functionality. Great job!",5,2025-04-21,Google Play
Dashen,"As an Internal Customer, Dashen Bank SuperApp has greatly simplified my online banking experience. It's easy to use, allowing me to quickly check balances, transfer money and pay Bills. The app's advanced security features are highly secure, ensuring my data is well protected. The Three click, Chat Banking and IPS features have also given me a smarter experience. In deed Dashen Bank is always steping ahead!",5,2025-04-21,Google Play
Dashen,"i can't recommend the Dashen Super App enough! This app is truly a game changer for anyone looking for a seamless and efficient way to manage their daily life. It combines multiple essential services into one easy-to-use platform, saving time and simplifying tasks The user interface is modern, intuitive, and super responsive, making navigation a breeze. Whether it's banking, payment services, or accessing lifestyle features, everything is just a few clicks away!!",5,2025-04-21,Google Play
Dashen,"The Dashen Bank Super App has truly elevated my mobile banking experience. It's fast, user-friendly, and packed with all the essential features. The interface is clean and intuitive, making navigation easy even for first-time users. I also appreciate the added security features that give me peace of mind while banking on the go. Dashen Bank has done an amazing job with this app—it’s reliable, efficient, and always improving. Highly recommended for anyone looking for seamless digital banking!",5,2025-04-21,Google Play
Dashen,"A truly impressive app — user-friendly and a game-changer in Ethiopian banking. The Dashen Super App stands out as one of the most innovative and convenient digital banking solutions in Ethiopia’s financial history. Smooth navigation, seamless features, and a wide range of services all in one place. Well done!",5,2025-04-21,Google Play
Dashen,"there is nothing super about this app, repeatedly failed transaction and wastes customer valuable time. if you have to do system upgrade do it at a time when there is less traffic demand. your Technical difficulty should not be reflected on customer.",2,2025-04-24,Google Play
Dashen,"""Dashen Super App'' is impressive with its focus on simplicity, speed, and quality. The user interface is clean and easy to understand. Transactions process quickly, and the overall quality of the app is top-notch. A must-have for Dashen Bank customers. ዳሸን ባንክ አንድ እርምጃ ቀዳሚ።",5,2025-04-22,Google Play
Dashen,"Dashen SupApp is the most contemporary application, offering a great experience by enabling users to perform multiple tasks through a single platform—such as chatting with friends, transferring money, paying bills, and more. It is the first app of its kind in the Ethiopian banking industry, making it a remarkable opportunity for entrepreneurs working in app-based sales and software marketing. Good job, Dashen Bank!",5,2025-04-21,Google Play
Dashen,"Dashen Bank Super App is a game-changer! The user-friendly design, wide range of services, and smooth performance make it incredibly convenient for everyday banking. It’s fast, secure, and truly reflects the bank’s commitment to digital excellence. Highly recommended!",5,2025-04-21,Google Play
Dashen,"This banking superapp is incredibly well designed. The design and appearance of the app and the overall experience I have when using the app is fantastic. The app is packed with features from banking to e-commerce all in one place.It even has a budget setting option which is super useful for managing my money. Everything runs smoothly and I love how convenient it has made my daily life. Huge Kudos to Dashen Bank. You are truly living up to the motto ''Always one step ahead."" Keep it up!",5,2025-04-21,Google Play
Dashen,"I am very impressed with the Dashen super app. It is user-friendly and operates efficiently. The budget and chatbot features are impressive, and all items can be purchased with just three clicks.",5,2025-04-21,Google Play
Dashen,"Dashen SuperApp the ultimate all-in-one solution! From banking and shopping to bill payments, everything you need is right at your fingertips. Life just got a whole lot easier!",5,2025-04-21,Google Play
Dashen,"The Dashen Super App is a game-changer in digital banking, offering a seamless and convenient experience. With its user-friendly interface, fast transactions, and a wide range of financial services, it simplifies banking for customers. Features like bill payments, fund transfers, mobile top-ups, and loan applications make it an all-in-one solution. Plus, its security measures ensure safe and reliable Experiance effortless banking",5,2025-02-26,Google Play
Dashen,"I’ve been using the Dashen Bank Super App for a while now, and it’s been a game-changer. The app is super fast and reliable—I’ve never had an issue with transactions being delayed. One of my favorite features is the chat banking, which makes it so easy to do things like check my balance or transfer money just by typing a quick message. The budgeting tool is also really useful. It helps me keep track of my spending and gives me a clear picture of where",5,2025-03-28,Google Play
Dashen,"I had a disappointing experience with Dashen Bank's Super Up service. The app is very slow and takes forever to load during transactions, which is incredibly frustrating. Additionally, it doesn't generate receipts for any transactions, making it difficult to keep track of my expenses. I also reached out to customer support, but the response time was longer than expected. Overall, I was hoping for a better experience, but I find the service lacking and in need of improvement.",2,2025-04-09,Google Play
Dashen,"This super app is a total game-changer—fast, reliable, and packed with everything I need in one place. It’s seamless and super convenient. Love it!""",5,2025-04-23,Google Play
Dashen,"Smooth and secure experience transfers, bill payments, and tracking expenses are all effortless. The intuitive design makes banking on the go.",5,2025-04-24,Google Play
Dashen,"The app keeps getting better with every update! Smooth performance, great UI, and top-notch security. Thank you for making banking so convenient!""",5,2025-04-21,Google Play
Dashen,"I'm really impressed with this app! It’s user-friendly, runs smoothly, and has all the features I need. Makes my tasks so much easier and saves me a lot of time. Highly recommended!",5,2025-04-23,Google Play
Dashen,"It is,really super because of its unique offerings to individuals and businesses.It is a secure UX first app intended to cater comprehensive digital meeds.I am also happy to know that Dashen is considering to make the app more inclusive by lowering the mobile version requirements .",5,2025-04-21,Google Play
Dashen,"Greately improved since it was released! I really like the budget and expense tegistration feature. For ATM or POS withdrawals, it is not possible to account these expenses, even if it is visible on the transactions window. If that can be worked on, it will be improve so much!!",5,2025-03-10,Google Play
Dashen,"This app is the most unreliable mobile banking application I have ever used for transaction, it is very late, non-responsive and full of bugs. Its is very disappointing. It is just inconvinient, and not user friendly and compatabke at all !!!!!!",1,2025-03-14,Google Play
Dashen,"The app is incredibly handy for managing multiple financial tasks, from bill payments to managing budgets. It’s saved me a lot of time and made banking way more convenient. Definitely worth checking out!",5,2025-04-21,Google Play
Dashen,"This app is not supporting smart phones that have old android version and so it is none inclusive. At the same time the amole lite is not working properly and once you reached to maximum otp trail mistakes due to network or other errors like stacks , you will be tied up to make Transactions. Ohh... tired!!!!!",1,2025-03-20,Google Play
Dashen,"This is not only a mobile banking app, it is beyond that. We will access our account easily, we are able to get many information easily here. i.e. exchage rate. We are able to chat with others, we are able to budget, we are able to transfer to other bank and within Dashen. we are able to access many accounts in a single app, we are able to pay bills in QR scan, we are able to make payments and order delivery items here in a single app. #Always one step ahead.",5,2025-03-31,Google Play
Dashen,"Super Up is the ultimate digital banking app, living up to its name with speed, efficiency, and innovation. Designed for a seamless experience, it offers lightning-fast transactions, top-tier security, and effortless financial management. With Super Up, banking has never been this smooth, smart, and super!",5,2025-02-26,Google Play
Dashen,Its good app than other compitators but it confuse when we transfer it needs OTP and PIN most user inter their pin instead of OTP we know the litrecy level of our society so if it is device based i dont know the needs of OTP so please try to fix,3,2025-05-18,Google Play
Dashen,"Db sup app is A platform or an application that can grasp more satisfactions through fastest mode of operation which means for budget planning, to use QR code(scan, pay, go) chat with staff, acc to acc other bank ft, merchant payment, and easly. I addition to i satisfied and i invite everyone to use those platform!!.",5,2025-04-21,Google Play
Dashen,"The app has various usefull functions, which make easy the payment system. Also, it will connect with sellers having reasonable prices.",5,2025-04-22,Google Play
Dashen,"One of the best digital platforms I’ve used! From smooth transactions to a seamless shopping experience, Highly recommended",5,2025-04-21,Google Play
Dashen,"Dashen SuperApp is a lifesaver! Banking, shopping, and bills in one super easy app. The new e-commerce feature is awesome and supports local merchants. Fast, secure, and proudly Ethiopian.Download it now—you won’t regret it!",5,2025-04-21,Google Play
Dashen,"A game changer in Ethiopian digital banking fast, secure, and packed with services. Everything you need, all in one powerful app. A true leap toward financial convenience and innovation!",4,2025-04-21,Google Play
Dashen,"It is a very user friendly, attractive user interface, full of useful features. I really encourage everyone to give it a try.",5,2025-04-21,Google Play
Dashen,Dashen Super App contains extended selections for customers and can be easily accessible and also friendly to use.,5,2025-04-22,Google Play
Dashen,"The Dashen Super App offers a modern, user-friendly experience that leverages the latest technological advancements to deliver a seamless e-commerce platform",5,2025-04-21,Google Play
Dashen,"I have an incredible experience with Dashen super app, what an amazing platform is it?. keep pioneering in technological advancement 👏👏👏",5,2025-04-21,Google Play
Dashen,"The user experience is seamless, and everything just works perfectly right out of the box. I can’t believe how much time and effort it saves me every day.",5,2025-04-21,Google Play
Dashen,The app has great user interface with comprehensive payments and E-commerce platforms. And also it includes unique features such as chat Banking and budget.,5,2025-04-22,Google Play
Dashen,Excellent banking app for all your needs! Who needs a physical branch when you can use Dashen Bank Super App Instead! I've never had an issue with anything that Dashen Bank Super App haven't handled swiftly and resolved to my satisfaction and above I don't often write reviews but this is an app/bank that I would highly recommended to everyone 💯 👌👍,5,2025-01-22,Google Play
Dashen,"It has a great application features from the beginning. I'm glad to use it even I haven't used it yet because I haven't activated my account yet. But it's simple, comprehensive, full of information, and fast. በርቱ ዳሸኖች: The super app has impressed me more than I expected.",5,2025-01-15,Google Play
Dashen,I have used many mobile banking and also tellebir and mpesa nothing come close to this app. Well done Dashen indeed one step a head. A lot of cool features that amole hasn't the receipt and the account statement is superb for me. I hope you add more integrated small apps to.,5,2025-03-12,Google Play
Dashen,"The App is incredibly user-friendly and brings multiple services into one place. It's fast, intuitive, and makes daily tasks super convenient. A true all-in-one solution!",5,2025-04-21,Google Play
Dashen,"After i download the app recently had a smooth expriance, its user friendly, fast, and everything works as expected. keep up the good work.",5,2025-04-21,Google Play
Dashen,"This is the worst mobile banking experience I’ve ever had. It doesn’t work when you need it, and it randomly updates itself without warning. You can’t make transactions whenever you want. It’s a nightmare for anyone who relies on this as their main banking option, especially those with a lot of money in their account. I’m lucky I’m not one of them, but still, it’s infuriating not being able to access your money when you need it.""l",1,2025-04-07,Google Play
Dashen,dashen bank super up has very fast and convenience and also it has contain more things on one app .I am very interesting to use dashen bank super up,5,2025-04-21,Google Play
Dashen,it has clear detail information about the application so it helps customer how to use the app. and it is very easy to use and also app is secure.,5,2025-04-21,Google Play
Dashen,"Dear Users of the Dashen Bank Super App,I have been using the Dashen Bank Super App for a while now, and I must say—it’s truly a game-changer! The app is incredibly fast and reliable; I’ve never encountered any delays with my transactions. One feature I absolutely love is Chat Banking. It makes everyday tasks like checking my balance or transferring money as simple as sending a quick message. Also, the budgeting tool has been a huge help in tracking my spending and giving me a clearer",5,2025-04-21,Google Play
Dashen,"Banking, but make it smart. Local solutions, all in one place. Smooth, fast, and actually saving time. Feels like the future. Love it!",5,2025-04-21,Google Play
Dashen,"It is very slow and it lacks many features to be a super app. High rating is given by their employees, not by the customers.",1,2025-04-25,Google Play
Dashen,"the very easy, secured, fast and multifunctional dashen supper application I ever seen. dashen really one steps ahead!!!",5,2025-04-21,Google Play
Dashen,I was really amazed by the idea of an e-commerce service on a banking app. This is what it means to be one step ahead. Please include all kinds of products in there as soon as possible.,5,2025-04-21,Google Play
Dashen,"All-in-one convenience, From managing accounts to paying bills and shopping online and the chat banking is game changer, this app does it all seamlessly.",5,2025-04-21,Google Play
Dashen,"It has good feature. But, it is Very Slow! difficult to pay or receive. The Speed should be improved, else I didn't recommend.",2,2025-02-24,Google Play
Dashen,It has a Good performance but need more upgrade for more performance like when we login account not be fast balance show other thing looking good. Carry on. Thanks so much for Greatest service,4,2025-01-17,Google Play
Dashen,Nothing is changed in the updated version. You have been collecting comments but where is the feed back you improved in this version. superapp is mot functioning today.,4,2025-05-20,Google Play
Dashen,"The Dashen Super App delivers a remarkably fast, highly secure, and exceptionally user-friendly experience, establishing it as a leading application in its category.keep it up and stay ahead Dashen Bank.",5,2025-04-14,Google Play
Dashen,"one of the best digital platforms I've used! from smooth transactions to a seamless shopping experience, highly recommended.",5,2025-04-21,Google Play
Dashen,"dashen bank supper app is the most easy to use and have high speed,quality and I like features like chat,budget,fuel payment, and security for my opinion this product is techonolgy edge,this international standard thanks for product oweners (dashen bank)",3,2025-04-21,Google Play
Dashen,I wanted to share some concerns about your Supper App. It appears to be experiencing reliability issues and isn’t performing as expected. I hope this can be addressed soon to improve the user experience. One star 🌟 for now.,1,2025-03-19,Google Play
Dashen,"A powerful, local solution that rivals any global app. I love how easy it is to explore services and products.",5,2025-04-22,Google Play
Dashen,"All-in-one finance & e-commerce super app! Pay, save, shop seamlessly. Fast, secure. #BankAndShop",5,2025-04-21,Google Play
Dashen,"A must have, seamless, all in one digital platform ""DB Superapp""! Keep living your motto ""Always one step ahead""",5,2025-05-12,Google Play
Dashen,"Dashen bank app is very good, but sometimes it is not working well",5,2025-05-15,Google Play
Dashen,"Dashen SuperApp blends finance, shopping, and daily services effortlessly. The new e-commerce feature is smooth and supports local merchants—proud to back an Ethiopian-made solution!",5,2025-04-21,Google Play
Dashen,The new e-commerce feature is incredibly amazing and user friendly.,5,2025-04-21,Google Play
Dashen,I am highly excited by using this application and it is the most favorable as well as preferrable mobile app.,5,2025-05-03,Google Play
Dashen,making transactions has never been easier. the new update is just amazing,5,2025-04-22,Google Play
Dashen,Dashen Super App gives me an amazing convenience and makes life easy.,5,2025-04-21,Google Play
Dashen,"Dashen Bank super App is the most suitable, reliable, and fast digital banking system.",5,2025-04-21,Google Play
Dashen,nice app especially GUI and I have got some error when you send within dashen bank the receipter is not get SMS notification,4,2025-05-03,Google Play
Dashen,I really like this amazing application and Dashen Supper app that has made my life easier.,5,2025-04-21,Google Play
Dashen,Easy to use and has many options. It is the best financial app I have ever used.,5,2025-04-21,Google Play
Dashen,Incomparably user-friendly and fast app for mobile banking.,5,2025-04-24,Google Play
Dashen,It is very fast and secured mobile banking app! I like this app!,5,2025-04-29,Google Play
Dashen,Assefa Genetu = Dashen superup is the latest and inclussive .I am happy with this super up.,5,2025-04-22,Google Play
Dashen,"Dashen Bank Super Up,use the app and makes your easy,fast,convinent.",5,2025-04-21,Google Play
Dashen,"Feature-rich? Absolutely. But the speed? Painfully slow. Seriously, is it communicating with a server on Mars or something?",5,2025-04-16,Google Play
Dashen,"It's great! But it will be advanced if you include a caption that allow customers to transfer to Telebirr account. Dashen Bank, ""ኩሉ ግዜ፡ ሓደ ስጕሚ ቀዳሚ።"" (Always one step ahead!)",4,2025-01-15,Google Play
Dashen,"This app is literally the best thing ever The chat banking is so easy just text and it’s done Super smooth, fast, and honestly a life saverIf you haven’t downloaded it yet you’re missing out big time",5,2025-01-23,Google Play
Dashen,The app missed some important features 1. It does't show recent transactions 2. Transfer to Telebirr limited to own telebirr 3. The statement does't show running balance,2,2025-02-11,Google Play
Dashen,"Fast, reliable and user friendly. Amazing chatting features. Keep it up! Always one step ahead!",5,2025-01-24,Google Play
Dashen,It's slow to send OTP. it's not reliable. It crushed many times. It needs improvement in many ways,1,2025-04-07,Google Play
Dashen,"It grows ethiopian digital banking step ahead.All fetures in one,simple fast and convince.",5,2025-05-14,Google Play
Dashen,"The Dashen supperapp is a revolutionary advancement in digital banking, combining exceptional usability, an intuitive interface and a seamless user experience. among its standout features are the integration of QR codes, account statement, transaction advise, chat, transaction authentication for limit thresholds, budgeting and different app in a single dashboard. Truly ahead of the curve ..... keep up the excellent work 🤝👏",5,2025-04-21,Google Play
Dashen,An app with High performance and advanced features!,5,2025-04-21,Google Play
Dashen,"Fast, Reliable and User Friendly. Keep it Up",5,2025-04-22,Google Play
Dashen,"I have experienced on using the app of Banks in Ethiopia, this Dashen sup is like old version of the applications for using. I gave 3 star for it's very low speed while login and processing",3,2025-04-07,Google Play
Dashen,no working for me hulum information asgebiche continue or accept yemilew button ayeseram my phone is Samsung A51,1,2025-04-21,Google Play
Dashen,this app is the most simply to use and secure safe i love it to use for any bank transaction,5,2025-04-21,Google Play
Dashen,The app is very backward and doesn't always work. If it works three hours out of 24 hours it's great!😥,1,2025-04-14,Google Play
Dashen,"Highly impressed! Dash Bank really nailed it with this app. Secure, reliable, and packed with features I use daily",5,2025-04-21,Google Play
Dashen,one of the best digital platforms I’ve used! From smooth transactions to a seamless shopping experie,5,2025-04-21,Google Play
Dashen,This app is not working unless you turn off developer mode on your phone. So it takes your rights to just use it.,2,2025-04-04,Google Play
Dashen,"amazing features, faster and easy to use",5,2025-04-21,Google Play
Dashen,"Exceptional digital experience, SupperApp will bring new paradigm shift in the banking business. Bravo Dashen keep it up!!!!",5,2025-04-22,Google Play
Dashen,Super Easy To Use and Fast Transaction.,5,2025-04-21,Google Play
Dashen,"Dashen Super App isn’t just an app — it’s an experience. Effortless, powerful, and built for the future",5,2025-04-21,Google Play
Dashen,All in One ✍️secure ✍️reliable ✍️convenient. Digital banking game changer!!,5,2025-04-23,Google Play
Dashen,it so fanrastic and user friendly app. Bravo Dashen bank thanks.,5,2025-04-21,Google Play
Dashen,To join digital world use supper app and make your life easy,5,2025-04-21,Google Play
Dashen,Amazing app to use as usual! But why option of transferring to Telebirr and M pesa which was available on Amole app is omitted?? Dasheen is my favourite keep it up.,4,2025-01-20,Google Play
Dashen,"Simple, robust features? Yes, please! But the endless loading screen killed the fun—I couldn’t use it for days. Fix the glitch, and I’ll yeet a higher rating!",2,2025-05-26,Google Play
Dashen,"#Dashen Super App; Super easy to use, secure, and fast transaction. Love it!",5,2025-02-07,Google Play
Dashen,"Excellent and user friendly App. Excellence is what makes you always one step ahead. Dashen Bank, Always One Step Ahead !!",5,2025-01-16,Google Play
Dashen,"I choose Dashen Bank Super Up since, it is easy to use & it has attractive features !",5,2025-04-21,Google Play
Dashen,the chat banking and unique and only app that alow money request!!,5,2025-04-21,Google Play
Dashen,Nice app but i experience some issues with others banks transfer it keeps saying account is not exist most of the time.,4,2025-03-08,Google Play
Dashen,"I tried the new Dash Bank Super App today, and it's amazingly easy and fun.I recommend you download and use it. You really like it",5,2025-02-06,Google Play
Dashen,"Dashen Bank Super App is fast, reliable, and super easy to use. All my banking needs are handled smoothly in one place. Clean design and seamless experience – highly recommended!",5,2025-04-21,Google Play
Dashen,Amazing app super easy to use and best design. loved it.,5,2025-05-09,Google Play
Dashen,easiness to use with fast response time,5,2025-04-21,Google Play
Dashen,"This is the best app ever, when is it planned to include digital lending and gasification?",5,2025-04-22,Google Play
Dashen,", Dashen Bank Supper App is multipurpose, convenient, very attractive and Make life easier",5,2025-04-21,Google Play
Dashen,Effecting payment via the app has created convenience to the recipients in easily confirming the payments received!,5,2025-04-22,Google Play
Dashen,this apps have a good feature but but some features like developer mode turn off irritate user,3,2025-04-01,Google Play
Dashen,very disappointing app. Closes frequently and unstable in function,2,2025-04-17,Google Play
Dashen,Dashen bank super app is the crucial and convenient app in Ethiopia. there is no other app to compare with Dashen bank super app,5,2025-04-21,Google Play
Dashen,It's bad for the connection and too many days are it that not working,1,2025-04-12,Google Play
Dashen,dashen super app is simple faster and reliable.,5,2025-04-21,Google Play
Dashen,I love it. one of the best mobile banking app in the banking industry,5,2025-04-21,Google Play
Dashen,"Best UI mobile banking app, props to design team",5,2025-04-30,Google Play
Dashen,Massive upgrade from the Amole app.,5,2025-05-31,Google Play
Dashen,"The best of best is now arrived **Empowering Your Financial Freedom** ""Experience seamless banking at your fingertips with Dashen Bank. Empowering your financial freedom, anytime, anywhere!"" **Innovation Meets Convenience** ""Dashen Bank Mobile Banking: Where innovation meets convenience. **Secure and Reliable** ""Bank with confidence",5,2025-05-22,Google Play
Dashen,This is the best banking app ever. I recommend everyone to use it.,5,2025-04-23,Google Play
Dashen,this app better than Amole . but the biometric on new update doesn't work,4,2025-05-31,Google Play
Dashen,A fantastic product!! keep the good work.,5,2025-04-21,Google Play
Dashen,Great for everyday banking and payments on the go,5,2025-04-22,Google Play
Dashen,Its slow when i try to see the Recent Transaction and stucked,1,2025-04-28,Google Play
Dashen,"easy &,simple to use",5,2025-04-21,Google Play
Dashen,its features are so dynamic,5,2025-04-22,Google Play
Dashen,Dashen supper App is the most useful app for our customers,5,2025-04-21,Google Play
Dashen,convenient and fast,5,2025-04-21,Google Play
Dashen,excellent mobile banking app,5,2025-04-21,Google Play
Dashen,wawwwww what nice super app !!keep it up dashen bank !!,5,2025-04-21,Google Play
Dashen,"This app has everything I was looking for, dashen is becoming a grandmaster.",5,2025-04-21,Google Play
Dashen,"This App makes digital banking effortless and convenient. User-friendly interface, secure transactions, and excellent features for managing finances efficiently.",4,2025-05-10,Google Play
Dashen,"best ever digital banking sector essay for understanding ,smart and convince for using",5,2025-03-19,Google Play
Dashen,The best app ever in finance sector,5,2025-05-18,Google Play
Dashen,"Dashen Super app is secure, very easy to use and has more services uniquely like budgeting, chat, IPS...",5,2025-02-14,Google Play
Dashen,Really the app looks like amazing. I can't wait to activate in the morning.,5,2025-01-14,Google Play
Dashen,Excellent app ever but it needs improvement on speed and transaction lists,1,2025-02-03,Google Play
Dashen,It is so far so good it has a unique features than telebirr good job Dashen,5,2025-01-15,Google Play
Dashen,Amazing and user friendly supper app and looking forward the additional features,5,2025-02-14,Google Play
Dashen,"It is a very wonderful work that has saved its time. That is why it is ""Always one step ahead!""",5,2025-01-17,Google Play
Dashen,I don't know what happens but the application is not send verification pass code you should fix that,1,2025-02-16,Google Play
Dashen,"Dashen super app is easy to use, fast and robust",5,2025-01-31,Google Play
Dashen,I wish dark mode feature is add as an option but it's good app,5,2025-02-27,Google Play
Dashen,"#dashen super app is easy to use, secure & fast transaction😍",5,2025-04-22,Google Play
Dashen,it is incredible product.,5,2025-04-23,Google Play
Dashen,"It's an amazing app, experience it!!",5,2025-04-23,Google Play
Dashen,it is the most amazing mobile app,5,2025-04-21,Google Play
Dashen,So far so good! their in person customer service is amazing 👏,5,2025-04-14,Google Play
Dashen,"Waw Great and innovated,user friendly, always one step ahead",5,2025-01-13,Google Play
Dashen,Best- in-class app.,5,2025-04-21,Google Play
Dashen,why do i have to change a pin number i use my finger print so dummy,1,2025-04-27,Google Play
Dashen,this is what we expect to get service Dashen Bank always like his slogan,5,2025-04-21,Google Play
Dashen,amazing app really i loved it .that's why we say dashen bank is one stap ahead. It's the best mobile application that should be on every phone.,5,2025-04-21,Google Play
Dashen,"One app for everything! I can shop, manage my bank account , and do so much more . Truly a super app",5,2025-04-21,Google Play
Dashen,It is very easy to use and powerful application.,3,2025-04-01,Google Play
Dashen,The speed is too slow. Need some improvements.,2,2025-03-06,Google Play
Dashen,dashen super app is secure band very easy,5,2025-04-29,Google Play
Dashen,A Good and fast supper app thanks for dashen bank,5,2025-04-21,Google Play
Dashen,Applause 👏 Dashen Bank. One of the best super app inorder to pay easily and securely. One step a head.,5,2025-01-14,Google Play
Dashen,why does it ask me for both pin and opt even the opt is touch let alone both,2,2025-04-02,Google Play
